,lp,substancja_czynna,nazwa,postac,dawka,zawartosc_opakowania,ean,grupa_limitowana,cena_hurtowa,cena_detaliczna,wysokosc_limitu,zakres_wskazan,poziom_odplatnosci,wysokosc_doplaty
629,720,Candesartanum cilexetili + Amlodipinum,Candezek Combi, kaps. twarde, 16 + 10 mg,90 kaps.,5906414002171,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",8278,9300,7759,"Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,3869
630,721,Candesartanum cilexetili + Amlodipinum,Candezek Combi, kapsułki twarde, 16 + 5 mg,30 kaps.,5906414002089,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",2762,3293,2586,"Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,1483
631,722,Candesartanum cilexetili + Amlodipinum,Candezek Combi, kaps. twarde, 16 + 5 mg,90 kaps.,5906414002119,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",8278,9300,7759,"Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,3869
632,723,Candesartanum cilexetili + Amlodipinum,Candezek Combi, kapsułki twarde, 8 + 10 mg,30 kaps.,5906414002027,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",1381,1717,1293,"Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,812
633,724,Candesartanum cilexetili + Amlodipinum,Candezek Combi, kaps. twarde, 8 + 10 mg,90 kaps.,5906414002058,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",4139,4818,3880,"Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,2102
634,725,Candesartanum cilexetili + Amlodipinum,Candezek Combi, kapsułki twarde, 8 + 5 mg,30 kaps.,5906414001969,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",1381,1717,1293,"Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,812
635,726,Candesartanum cilexetili + Amlodipinum,Candezek Combi, kaps. twarde, 8 + 5 mg,90 kaps.,5906414001990,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",4139,4818,3880,"Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,2102
636,727,Candesartanum cilexetili + Amlodipinum,Caramlo, tabl., 16 + 10 mg,28 szt.,5909991191832,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",1781,2287,2287,"Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,686
637,728,Candesartanum cilexetili + Amlodipinum,Caramlo, tabl., 16 + 5 mg,28 szt.,5909991418076,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",1781,2287,2287,"Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,686
638,729,Candesartanum cilexetili + Amlodipinum,Caramlo, tabl., 8 + 5 mg,28 szt.,5909991191764,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",890,1207,1207,"Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,362
639,730,Candesartanum cilexetili + Hydrochlorothiazidum,Karbicombi, tabl., 32+25 mg,30 szt.,5909991428112,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",3969,4791,4791,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,1437
640,731,Candesartanum cilexetilum,Atacand, tabl., 16 mg,28 szt. (2 blist.po 14 szt.),5909990430123,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",2464,2969,2414,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,1279
641,732,Candesartanum cilexetilum,Atacand, tabl., 8 mg,14 szt. (1 blist.po 14 szt.),5909990430017,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",1389,1567,604,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,1144
642,733,Candesartanum cilexetilum,Atacand, tabl., 8 mg,28 szt. (2 blist.po 14 szt.),5909990430024,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",1161,1478,1207,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,633
643,734,Candesartanum cilexetilum,Candepres, tabl., 16 mg,28 szt. (4 blist.po 7 szt.),5909990739653,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",2234,2741,2414,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,1051
644,735,Candesartanum cilexetilum,Candepres, tabl., 32 mg,28 tabl.,5909990739707,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",3591,4375,4375,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,1313
645,736,Candesartanum cilexetilum,Candepres, tabl., 8 mg,28 szt. (4 blist.po 7 szt.),5909990739592,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",1134,1451,1207,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,606
646,737,Candesartanum cilexetilum,Carzap, tabl., 16 mg,28 tabl.,5909990937172,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",2041,2547,2414,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,857
647,738,Candesartanum cilexetilum,Carzap, tabl., 16 mg,56 szt.,5909990937196,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",4379,5163,4828,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,1783
648,739,Candesartanum cilexetilum,Carzap, tabl., 32 mg,28 tabl.,5909990937264,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",4082,4866,4828,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,1486
649,740,Candesartanum cilexetilum,Carzap, tabl., 8 mg,28 tabl.,5909990937080,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",1021,1338,1207,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,493
650,741,Candesartanum cilexetilum,Carzap, tabl., 8 mg,56 szt.,5909990937103,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",2189,2695,2414,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,1005
651,742,Candesartanum cilexetilum,Kandesar, tabl., 16 mg,28 szt.,5909990962945,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",2041,2547,2414,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,857
652,743,Candesartanum cilexetilum,Kandesar, tabl., 8 mg,28 szt.,5909990962839,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",1021,1338,1207,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,493
653,744,Candesartanum cilexetilum,Karbis, tabl., 16 mg,28 szt.,5909990772193,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",2381,2887,2414,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,1197
654,745,Candesartanum cilexetilum,Karbis, tabl., 16 mg,56 tabl.,5909990772209,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",4446,5230,4828,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,1850
655,746,Candesartanum cilexetilum,Karbis, tabl., 32 mg,28 tabl.,5909990772230,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",4446,5230,4828,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,1850
656,747,Candesartanum cilexetilum,Karbis, tabl., 8 mg,28 szt.,5909990772162,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",1191,1508,1207,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,663
657,748,Candesartanum cilexetilum,Karbis, tabl., 8 mg,56 tabl.,5909990772179,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",2415,2921,2414,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,1231
658,751,Candesartanum cilexetilum + Hydrochlorothiazidum,Candepres HCT, tabl., 32+25 mg,28 szt.,5909991064051,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",4026,4810,4810,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,1443
659,759,Candesartanum cilexetilum + Hydrochlorothiazidum,Carzap HCT, tabletki, 32+25 mg,28 tabl.,5909991058609,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",4139,4923,4828,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,1543
660,766,Candesartanum cilexetilum + Hydrochlorothiazidum,Karbicombi, tabl. powl., 32+25 mg,28 szt.,5909990865260,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",4468,5252,4828,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,1872
661,770,Carbamazepinum,Amizepin, tabl., 200 mg,50 szt.,5909990043910,"159.1, Leki przeciwpadaczkowe do stosowania doustnego - karbamazepina - stałe postacie farmaceutyczne",1133,1431,1034,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,717
662,771,Carbamazepinum,Amizepin, tabl., 200 mg,50 szt.,5909990043910,"159.1, Leki przeciwpadaczkowe do stosowania doustnego - karbamazepina - stałe postacie farmaceutyczne",1133,1431,1034,Choroby psychiczne lub upośledzenia umysłowe,bezpłatny do limitu,397
663,772,Carbamazepinum,Finlepsin, tabl., 200 mg,50 szt.,5909991014117,"159.1, Leki przeciwpadaczkowe do stosowania doustnego - karbamazepina - stałe postacie farmaceutyczne",1077,1375,1034,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,661
664,773,Carbamazepinum,Finlepsin, tabl., 200 mg,50 szt.,5909991014117,"159.1, Leki przeciwpadaczkowe do stosowania doustnego - karbamazepina - stałe postacie farmaceutyczne",1077,1375,1034,Choroby psychiczne lub upośledzenia umysłowe,bezpłatny do limitu,341
665,774,Carbamazepinum,Finlepsin 200 retard, tabl. o przedłużonym uwalnianiu, 200 mg,50 szt.,5909991030315,"159.1, Leki przeciwpadaczkowe do stosowania doustnego - karbamazepina - stałe postacie farmaceutyczne",1077,1375,1034,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,661
666,775,Carbamazepinum,Finlepsin 200 retard, tabl. o przedłużonym uwalnianiu, 200 mg,50 szt.,5909991030315,"159.1, Leki przeciwpadaczkowe do stosowania doustnego - karbamazepina - stałe postacie farmaceutyczne",1077,1375,1034,Choroby psychiczne lub upośledzenia umysłowe,bezpłatny do limitu,341
667,776,Carbamazepinum,Finlepsin 400 retard, tabl. o przedłużonym uwalnianiu, 400 mg,30 szt.,5909991014216,"159.1, Leki przeciwpadaczkowe do stosowania doustnego - karbamazepina - stałe postacie farmaceutyczne",1234,1582,1241,Padaczka,ryczałt,661
668,777,Carbamazepinum,Finlepsin 400 retard, tabl. o przedłużonym uwalnianiu, 400 mg,30 szt.,5909991014216,"159.1, Leki przeciwpadaczkowe do stosowania doustnego - karbamazepina - stałe postacie farmaceutyczne",1234,1582,1241,Choroby psychiczne lub upośledzenia umysłowe,bezpłatny do limitu,341
669,778,Carbamazepinum,Finlepsin 400 retard, tabl. o przedłużonym uwalnianiu, 400 mg,50 szt.,5909991014223,"159.1, Leki przeciwpadaczkowe do stosowania doustnego - karbamazepina - stałe postacie farmaceutyczne",2051,2532,2069,Padaczka,ryczałt,783
670,779,Carbamazepinum,Finlepsin 400 retard, tabl. o przedłużonym uwalnianiu, 400 mg,50 szt.,5909991014223,"159.1, Leki przeciwpadaczkowe do stosowania doustnego - karbamazepina - stałe postacie farmaceutyczne",2051,2532,2069,Choroby psychiczne lub upośledzenia umysłowe,bezpłatny do limitu,463
671,780,Carbamazepinum,Neurotop retard 300, tabl. o przedłużonym uwalnianiu, 300 mg,50 szt. (5 blist.po 10 szt.),5909990244515,"159.1, Leki przeciwpadaczkowe do stosowania doustnego - karbamazepina - stałe postacie farmaceutyczne",1241,1639,1552,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,407
672,781,Carbamazepinum,Neurotop retard 300, tabl. o przedłużonym uwalnianiu, 300 mg,50 szt. (5 blist.po 10 szt.),5909990244515,"159.1, Leki przeciwpadaczkowe do stosowania doustnego - karbamazepina - stałe postacie farmaceutyczne",1241,1639,1552,Choroby psychiczne lub upośledzenia umysłowe,bezpłatny do limitu,87
673,782,Carbamazepinum,Neurotop retard 600, tabl. o przedłużonym uwalnianiu, 600 mg,50 szt. (5 blist.po 10 szt.),5909990244614,"159.1, Leki przeciwpadaczkowe do stosowania doustnego - karbamazepina - stałe postacie farmaceutyczne",2481,3103,3103,Padaczka,ryczałt,320
674,783,Carbamazepinum,Neurotop retard 600, tabl. o przedłużonym uwalnianiu, 600 mg,50 szt. (5 blist.po 10 szt.),5909990244614,"159.1, Leki przeciwpadaczkowe do stosowania doustnego - karbamazepina - stałe postacie farmaceutyczne",2481,3103,3103,Choroby psychiczne lub upośledzenia umysłowe,bezpłatny do limitu,0
675,784,Carbamazepinum,Tegretol, zawiesina doustna, 20 mg/ml,100 ml,5909990341917,"159.2, Leki przeciwpadaczkowe do stosowania doustnego - karbamazepina - płynne postacie farmaceutyczne",680,921,822,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,419
676,785,Carbamazepinum,Tegretol, zawiesina doustna, 20 mg/ml,100 ml,5909990341917,"159.2, Leki przeciwpadaczkowe do stosowania doustnego - karbamazepina - płynne postacie farmaceutyczne",680,921,822,Choroby psychiczne lub upośledzenia umysłowe,bezpłatny do limitu,99
677,786,Carbamazepinum,Tegretol, zawiesina doustna, 20 mg/ml,250 ml,5909990341924,"159.2, Leki przeciwpadaczkowe do stosowania doustnego - karbamazepina - płynne postacie farmaceutyczne",1588,2056,2056,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,320
678,787,Carbamazepinum,Tegretol, zawiesina doustna, 20 mg/ml,250 ml,5909990341924,"159.2, Leki przeciwpadaczkowe do stosowania doustnego - karbamazepina - płynne postacie farmaceutyczne",1588,2056,2056,Choroby psychiczne lub upośledzenia umysłowe,bezpłatny do limitu,0
679,788,Carbamazepinum,Tegretol CR 200, tabl. o zmodyfikowanym uwalnianiu, 200 mg,50 szt. (5 blist.po 10 szt.),5909990120215,"159.1, Leki przeciwpadaczkowe do stosowania doustnego - karbamazepina - stałe postacie farmaceutyczne",1247,1545,1034,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,831
680,789,Carbamazepinum,Tegretol CR 200, tabl. o zmodyfikowanym uwalnianiu, 200 mg,50 szt. (5 blist.po 10 szt.),5909990120215,"159.1, Leki przeciwpadaczkowe do stosowania doustnego - karbamazepina - stałe postacie farmaceutyczne",1247,1545,1034,Choroby psychiczne lub upośledzenia umysłowe,bezpłatny do limitu,511
681,790,Carbamazepinum,Tegretol CR 400, tabl. o zmodyfikowanym uwalnianiu, 400 mg,30 szt. (3 blist.po 10 szt.),5909990120116,"159.1, Leki przeciwpadaczkowe do stosowania doustnego - karbamazepina - stałe postacie farmaceutyczne",1271,1619,1241,Padaczka,ryczałt,698
682,791,Carbamazepinum,Tegretol CR 400, tabl. o zmodyfikowanym uwalnianiu, 400 mg,30 szt. (3 blist.po 10 szt.),5909990120116,"159.1, Leki przeciwpadaczkowe do stosowania doustnego - karbamazepina - stałe postacie farmaceutyczne",1271,1619,1241,Choroby psychiczne lub upośledzenia umysłowe,bezpłatny do limitu,378
683,793,Carvedilolum,Atram 25, tabl., 25 mg,30 szt. (3 blist.po 10 szt.),5909990570409,"40.0, Leki beta-adrenolityczne - selektywne - do stosowania doustnego",1106,1341,793,Udokumentowana niewydolność serca w klasach NYHA II – NYHA IV,30%,786
684,795,Carvedilolum,Avedol, tabl. powl., 12.5 mg,30 szt. (3 blist.po 10 szt.),5909990074099,"40.0, Leki beta-adrenolityczne - selektywne - do stosowania doustnego",923,1046,396,Udokumentowana niewydolność serca w klasach NYHA II – NYHA IV,30%,769
685,796,Carvedilolum,Avedol, tabl. powl., 25 mg,30 szt. (3 blist.po 10 szt.),5909990074129,"40.0, Leki beta-adrenolityczne - selektywne - do stosowania doustnego",1201,1436,793,Udokumentowana niewydolność serca w klasach NYHA II – NYHA IV,30%,881
686,797,Carvedilolum,Avedol, tabl. powl., 6.25 mg,30 szt. (3 blist.po 10 szt.),5909990074051,"40.0, Leki beta-adrenolityczne - selektywne - do stosowania doustnego",702,764,198,Udokumentowana niewydolność serca w klasach NYHA II – NYHA IV,30%,625
687,798,Carvedilolum,Carvedilol-ratiopharm, tabl., 12.5 mg,30 szt. (3 blist.po 10 szt.),5909990727148,"40.0, Leki beta-adrenolityczne - selektywne - do stosowania doustnego",862,985,396,Udokumentowana niewydolność serca w klasach NYHA II – NYHA IV,30%,708
688,799,Carvedilolum,Carvedilol-ratiopharm, tabl., 25 mg,30 szt. (3 blist.po 10 szt.),5909990727193,"40.0, Leki beta-adrenolityczne - selektywne - do stosowania doustnego",1134,1369,793,Udokumentowana niewydolność serca w klasach NYHA II – NYHA IV,30%,814
689,800,Carvedilolum,Carvedilol-ratiopharm, tabl., 6.25 mg,30 szt. (3 blist.po 10 szt.),5909990727100,"40.0, Leki beta-adrenolityczne - selektywne - do stosowania doustnego",657,719,198,Udokumentowana niewydolność serca w klasach NYHA II – NYHA IV,30%,580
690,801,Carvedilolum,Carvetrend, tabl., 12.5 mg,30 szt.,5909991017019,"40.0, Leki beta-adrenolityczne - selektywne - do stosowania doustnego",959,1082,396,Udokumentowana niewydolność serca w klasach NYHA II – NYHA IV,30%,805
691,802,Carvedilolum,Carvetrend, tabl., 25 mg,30 szt.,5909991017118,"40.0, Leki beta-adrenolityczne - selektywne - do stosowania doustnego",1185,1420,793,Udokumentowana niewydolność serca w klasach NYHA II – NYHA IV,30%,865
692,803,Carvedilolum,Carvetrend, tabl., 3.125 mg,30 szt.,5909991016814,"40.0, Leki beta-adrenolityczne - selektywne - do stosowania doustnego",771,802,99,Udokumentowana niewydolność serca w klasach NYHA II – NYHA IV,30%,733
693,804,Carvedilolum,Carvetrend, tabl., 6.25 mg,30 szt.,5909991016913,"40.0, Leki beta-adrenolityczne - selektywne - do stosowania doustnego",704,766,198,Udokumentowana niewydolność serca w klasach NYHA II – NYHA IV,30%,627
694,805,Carvedilolum,Coryol, tabl., 6.25 mg,30 szt.,5909990983315,"40.0, Leki beta-adrenolityczne - selektywne - do stosowania doustnego",704,766,198,Udokumentowana niewydolność serca w klasach NYHA II – NYHA IV,30%,627
