,lp,substancja_czynna,nazwa,postac,dawka,zawartosc_opakowania,ean
1614,1615,Gliclazidum,Oziclide MR, tabletki o zmodyfikowanym uwalnianiu, 60 mg,60 tabl.,5909991226305
1615,1616,Gliclazidum,Salson, tabletki o zmodyfikowanym uwalnianiu, 60 mg,30 szt.,5909991267186
1616,1617,Gliclazidum,Salson, tabletki o zmodyfikowanym uwalnianiu, 60 mg,60 szt.,5909991267193
1617,1618,Gliclazidum,Symazide MR 30, tabletki o zmodyfikowanym uwalnianiu, 30 mg,60 szt.,5909991291648
1618,1619,Gliclazidum,Symazide MR 60, tabl. o zmodyfikowanym uwalnianiu, 60 mg,30 tabl.,5909991257392
1619,1620,Gliclazidum,Symazide MR 60 mg, tabletki o zmodyfikowanym uwalnianiu, 60 mg,60 szt.,5909991257408
1620,1621,Glimepiridum,Amaryl 1, tabl., 1 mg,30 szt.,5909990744817
1621,1622,Glimepiridum,Amaryl 2, tabl., 2 mg,30 szt.,5909990744916
1622,1623,Glimepiridum,Amaryl 3, tabl., 3 mg,30 szt.,5909990745012
1623,1624,Glimepiridum,Amaryl 4, tabl., 4 mg,30 szt.,5909990745111
1624,1625,Glimepiridum,Diaril, tabl., 1 mg,30 szt.,5909990566082
1625,1626,Glimepiridum,Diaril, tabl., 2 mg,30 szt.,5909990566105
1626,1627,Glimepiridum,Diaril, tabl., 3 mg,30 szt.,5909990566129
1627,1628,Glimepiridum,Diaril, tabl., 4 mg,30 szt.,5909990566143
1628,1629,Glimepiridum,Glibetic 1 mg, tabl., 1 mg,30 szt.,5909991097615
1629,1630,Glimepiridum,Glibetic 2 mg, tabl., 2 mg,30 szt.,5909991097516
1630,1631,Glimepiridum,Glibetic 3 mg, tabl., 3 mg,30 szt.,5909991097417
1631,1632,Glimepiridum,Glibetic 4 mg, tabl., 4 mg,30 szt.,5909991097318
1632,1633,Glimepiridum,GlimeHexal 1, tabl., 1 mg,30 szt. (3 blist.po 10 szt.),5909990337453
1633,1634,Glimepiridum,GlimeHexal 2, tabl., 2 mg,30 szt. (3 blist.po 10 szt.),5909990337521
1634,1635,Glimepiridum,GlimeHexal 3, tabl., 3 mg,30 szt. (3 blist.po 10 szt.),5909990338078
1635,1636,Glimepiridum,GlimeHexal 4, tabl., 4 mg,30 szt. (3 blist.po 10 szt.),5909990338146
1636,1637,Glimepiridum,GlimeHexal 6, tabl., 6 mg,30 szt. (3 blist.po 10 szt.),5909990338207
1637,1638,Glimepiridum,Glimepiride Aurovitas, tabl., 2 mg,30 szt.,5909991365790
1638,1639,Glimepiridum,Glimepiride Aurovitas, tabl., 3 mg,30 szt.,5909991365868
1639,1640,Glimepiridum,Glimepiride Aurovitas, tabl., 4 mg,30 szt.,5909991365936
1640,1641,Glimepiridum,Symglic, tabl., 1 mg,30 szt.,5909990570348
1641,1642,Glimepiridum,Symglic, tabl., 2 mg,30 szt.,5909990570355
1642,1643,Glimepiridum,Symglic, tabl., 3 mg,30 szt.,5909990570362
1643,1644,Glimepiridum,Symglic, tabl., 4 mg,30 szt.,5909990573196
1644,1645,Glimepiridum,Symglic, tabl., 6 mg,30 szt.,5909990570379
1645,1646,Glipizidum,Glipizide BP, tabl., 5 mg,30 szt.,5909990791712
1646,1647,Glucagoni hydrochloridum,GlucaGen 1 mg HypoKit, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1 mg,1 fiol.,5909990693313
1647,1648,Glyceroli trinitras,Nitromint, aerozol podjęzykowy# roztwór, 0.4 mg/dawkę,11 g (200 daw.),5909990156825
1648,1649,Glyceroli trinitras,Sustonit, tabl. o przedłużonym uwalnianiu, 6.5 mg,30 szt.,5909990183036
1649,1650,Glycopyrronii bromidum,Seebri Breezhaler, proszek do inhalacji w kaps. twardej, 44 µg,30 kaps. + 1 inhalator,5909991000882
1650,1651,Goserelinum,Reseligo, implant w amp.-strz., 10.8 mg,1 szt.,5909991256210
1651,1652,Goserelinum,Reseligo, implant w amp.-strz., 3.6 mg,1 szt.,5909991256197
1652,1653,Goserelinum,Xanderla, implant w amp.-strz., 3.6 mg,1 amp.-strzyk.,5909991335564
1653,1654,Goserelinum,Xanderla LA, implant w amp.-strz., 10.8 mg,1 amp.-strzyk.,5909991335595
1654,1655,Goserelinum,Zoladex, implant podskórny, 3.6 mg,1 amp.-strz.,5909990082315
1655,1656,Goserelinum,Zoladex LA, implant podskórny, 10.8 mg,1 amp.-strz.,5909990783212
1656,1657,Haloperidoli decanoas,Decaldol, roztwór do wstrzykiwań, 50 mg/ml,5 amp.po 1 ml,5909990077311
1658,1659,Haloperidolum,Haloperidol UNIA, krople doustne# roztwór, 2 mg/ml,1 but. po 10 ml,5909990239412
1660,1661,Haloperidolum,Haloperidol WZF, tabl., 1 mg,40 tabl. (2 blist.po 20 szt.),5909990104017
1662,1663,Haloperidolum,Haloperidol WZF, tabl., 5 mg,30 szt.,5909990722617
1664,1665,Haloperidolum,Haloperidol WZF 0#2%, krople doustne# roztwór, 2 mg/ml,1 but.po 10 ml,5909990969319
1666,1667,Hydrocortisonum,Hydrocortisonum-SF, tabl., 10 mg,60 szt.,5909991218140
1667,1668,Hydrocortizoni acetatas,Hydrocortisonum AFP, krem, 10 mg/g,1 tuba po 15 g,5909990950317
1668,1669,Hydroxycarbamidum,Hydroxycarbamid Teva, kaps., 500 mg,100 szt. (1 but.),5909990836758
1669,1670,Hydroxycarbamidum,Hydroxyurea medac, kaps. twarde, 500 mg,100 szt.,5909990944927
1670,1671,Ibuprofenum,Ibuprofen Hasco, kaps. miękkie, 200 mg,60 szt.,5909990853540
1671,1672,Icatibantum,Firazyr, roztwór do wstrzykiwań, 10 mg/ml,1 amp.-strz.po 3 ml,5909990740635
1672,1673,Icatibantum,Icatibant Accord, roztwór do wstrzykiwań, 10 mg/ml,1 amp.-strz.po 3 ml,5055565774410
1673,1674,Indacaterolum + Glycopyrronii bromidum,Ultibro Breezhaler, proszek do inhalacji w kaps. twardej, 85+43 µg,30 szt. + inhal.,5909991080921
1674,1675,Indakaterol + Glikopironium bromek + Mometazonu furoinian,Enerzair Breezhaler, proszek do inhalacji w kaps. tw., 114+46+136 mg,30 szt. (30 x 1),7613421044596
1675,1676,Indakaterol + Mometazonu furoinian,Atectura Breezhaler, proszek do inhalacji w kaps. tw., 125+127#5 mg,30 szt.,7613421045531
1676,1677,Indakaterol + Mometazonu furoinian,Atectura Breezhaler, proszek do inhalacji w kaps. tw., 125+260 mg,30 szt.,7613421045548
1677,1678,Indakaterol + Mometazonu furoinian,Atectura Breezhaler, proszek do inhalacji w kaps. tw., 125+62#5 mg,30 szt.,7613421045524
1678,1679,Indapamidum,Diuresin SR, tabl. powl. o przedłużonym uwalnianiu, 1.5 mg,30 szt. (3 blist.po 10 szt.),5909990975815
1679,1680,Indapamidum,Diuresin SR, tabl. powl. o przedłużonym uwalnianiu, 1.5 mg,60 szt.,5909991276621
1680,1681,Indapamidum,Indapamide SR, tabl. o przedłużonym uwalnianiu, 1.5 mg,30 szt.,5909990644933
1681,1682,Indapamidum,Indapamide SR Genoptim, tabl. o przedłużonym uwalnianiu, 1.5 mg,30 szt.,5909990799398
1682,1683,Indapamidum,Indapen, tabl. powl., 2.5 mg,20 szt.,5909990863013
1683,1684,Indapamidum,Indapen SR, tabl. o przedłużonym uwalnianiu, 1.5 mg,30 szt.,5909990665907
1684,1685,Indapamidum,Indapres, tabl. powl., 2.5 mg,30 szt.,5909990223121
1685,1686,Indapamidum,Indix SR, tabl. o przedł. uwalnianiu, 1.5 mg,30 szt.,5909991025014
1686,1687,Indapamidum,Indix SR, tabletki o przedłużonym uwalnianiu, 1.5 mg,90 tabl.,5908289660401
1687,1688,Indapamidum,Ipres long 1#5, tabl. o przedłużonym uwalnianiu, 1.5 mg,30 szt.,5909990012688
1688,1689,Indapamidum,Opamid, tabl. o przedłużonym uwalnianiu, 1.5 mg,30 szt.,5909990770182
1689,1690,Indapamidum,Rawel SR, tabl. powl. o przedłużonym uwalnianiu, 1.5 mg,30 szt.,5909990424801
1690,1691,Indapamidum,Rawel SR, tabl. powl. o przedłużonym uwalnianiu, 1.5 mg,60 szt.,5909990424849
1691,1692,Indapamidum,Symapamid SR, tabl. o przedłużonym uwalnianiu, 1.5 mg,30 szt.,5909990734993
1692,1693,Indapamidum,Tertensif SR, tabl. powl. o przedłużonym uwalnianiu, 1.5 mg,30 szt. (1 blist.po 30 szt.),5909990738212
1693,1694,Indapamidum + Amlodipinum,Tertens-AM, tabl. o zmodyfikowanym uwalnianiu, 1#5+10 mg,30 szt.,5909991092566
1694,1695,Indapamidum + Amlodipinum,Tertens-AM, tabl. o zmodyfikowanym uwalnianiu, 1#5+5 mg,30 szt.,5909991092597
1695,1696,"Inhibitor C1-esterazy, ludzki",Berinert 1500, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1500 j.m.,1 fiol.z proszkiem + 1 fiol.z wodą do wstrzykiwań po 3 ml,5909991213053
1696,1697,"Inhibitor C1-esterazy, ludzki",Berinert 500, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań lub infuzji, 500 j.m.,1 fiol. z prosz. + 1 fiol. z rozp. + 1 zestaw do podawania,5909990713639
1697,1698,Insulinum aspartum,Fiasp, roztwór do wstrz., 100 j.m./ml,1 fiol. a 10 ml,5909991378059
1698,1699,Insulinum aspartum,Fiasp, roztwór do wstrz., 100 j.m./ml,5 wkł.po 3 ml,5909991306298
1699,1700,Insulinum aspartum,Insulin aspart Sanofi, roztwór do wstrzykiwań, 100 j/ml,10 wstrzykiwaczy 3 ml SoloStar,5909991429171
1700,1701,Insulinum aspartum,NovoMix 30 Penfill, zawiesina do wstrzykiwań we wkładzie, 100 j/ml,5 wkł.po 3 ml,5909990879915
1701,1702,Insulinum aspartum,NovoMix 50 Penfill, zawiesina do wstrzykiwań we wkładzie, 100 j/ml,5 wkł.po 3ml,5909990614981
1702,1703,Insulinum aspartum,NovoRapid, roztwór do wstrzykiwań, 100 j/ml,1 fiol.po 10 ml,5909991369668
1703,1704,Insulinum aspartum,NovoRapid Penfill, roztwór do wstrzykiwań we wkładzie, 100 j/ml,5 wkł.po 3 ml,5909990451814
1704,1705,Insulinum degludecum,Tresiba, roztwór do wstrzykiwań we wkładzie , 100 j/ml,5 wkł.po 3 ml (Penfill),5909991107833
1705,1706,Insulinum degludecum,Tresiba, roztwór do wstrzykiwań we wstrzykiwaczu , 200 j/ml,3 wstrzykiwacze po 3 ml (FlexTouch),5909991107864
1706,1707,Insulinum degludecum + Insulinum aspartum,Ryzodeg, roztwór do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml Penfill,5909991371562
1707,1708,Insulinum detemirum,Levemir, roztwór do wstrzykiwań we wkładzie, 100 j/ml,5 wkł.po 3 ml (Penfill),5909990005741
1708,1709,Insulinum glarginum,Abasaglar, roztwór do wstrzykiwań we wkładzie, 100 j.m./ml,10 wkł.po 3 ml,5909991201982
1709,1710,Insulinum glarginum,Lantus, roztwór do wstrzykiwań, 100 j/ml,5 wkladów po 3 ml,5909990895717
1710,1711,Insulinum glarginum,Lantus, roztwór do wstrzykiwań, 100 j/ml,5 wstrzykiwaczy SoloStar po 3 ml,5909990617555
1711,1712,Insulinum glarginum,Toujeo, roztwór do wstrzykiwań we wstrzykiwaczu, 300 j/ml,"10 wstrzykiwaczy SoloStar po 1,5 ml",5909991231538
1712,1713,Insulinum glulisinum,Apidra, roztwór do wstrzykiwań, 100 j./ml,1 fiol.po 10 ml,5909990008483
1713,1714,Insulinum glulisinum,Apidra, roztwór do wstrzykiwań, 100 j./ml,5 wkł.po 3 ml,5909990008575
1714,1715,Insulinum glulisinum,Apidra, roztwór do wstrzykiwań, 100 j.m./ml,5 wstrz. SoloStar po 3 ml,5909990617197
1715,1716,Insulinum humanum,Actrapid Penfill, roztwór do wstrzykiwań we wkładzie, 100 j.m./ml,5 wkł.po 3 ml,5909990237920
1716,1717,Insulinum humanum,Gensulin M30 (30/70), zawiesina do wstrzykiwań, 100 j.m./ml,10 wkł.po 3 ml,5909990958566
1717,1718,Insulinum humanum,Gensulin M30 (30/70), zawiesina do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909990853113
1718,1719,Insulinum humanum,Gensulin M40 (40/60), zawiesina do wstrzykiwań, 100 j.m./ml,10 wkł.po 3 ml,5909990958573
1719,1720,Insulinum humanum,Gensulin M40 (40/60), zawiesina do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909990853311
1720,1721,Insulinum humanum,Gensulin M50 (50/50), zawiesina do wstrzykiwań, 100 j.m./ml,10 wkł.po 3 ml,5909990958580
1721,1722,Insulinum humanum,Gensulin M50 (50/50), zawiesina do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909990853519
1722,1723,Insulinum humanum,Gensulin N, zawiesina do wstrzykiwań, 100 j.m./ml,10 wkł.po 3 ml,5909990958597
1723,1724,Insulinum humanum,Gensulin N, zawiesina do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909990852413
1724,1725,Insulinum humanum,Gensulin R, roztwór do wstrzykiwań, 100 j.m./ml,10 wkł.po 3 ml,5909990958603
1725,1726,Insulinum humanum,Gensulin R, roztwór do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909990852116
1726,1727,Insulinum humanum,Humulin M3 (30/70), zawiesina do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909990246014
1727,1728,Insulinum humanum,Humulin N, zawiesina do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909990246717
1728,1729,Insulinum humanum,Humulin R, roztwór do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909990247011
1729,1730,Insulinum humanum,Insulatard Penfill, zawiesina do wstrzykiwań we wkładzie, 100 j.m./ml,5 wkł.po 3 ml,5909990348923
1730,1731,Insulinum humanum,Insuman Basal, zawiesina do wstrzykiwań, 100 j.m./ml,5 wstrzykiwaczy SoloStar po 3 ml,5909990672448
1731,1732,Insulinum humanum,Insuman Comb 25, zawiesina do wstrzykiwań, 100 j.m./ml,5 wstrzykiwaczy SoloStar po 3 ml,5909990672585
1732,1733,Insulinum humanum,Insuman Rapid, roztwór do wstrzykiwań, 100 j.m./ml,5 wstrzykiwaczy SoloStar po 3 ml,5909990672363
1733,1734,Insulinum humanum,Mixtard 30 Penfill, zawiesina do wstrzykiwań we wkładzie, 100 j.m./ml,5 wkł.po 3 ml,5909990238323
1734,1735,Insulinum humanum,Mixtard 50 Penfill, zawiesina do wstrzykiwań we wkładzie, 100 j.m./ml,5 wkł.po 3 ml,5909990348121
1735,1736,Insulinum humanum,Polhumin Mix - 2, zawiesina do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909991022921
1736,1737,Insulinum humanum,Polhumin Mix - 3, zawiesina do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909991023027
1737,1738,Insulinum humanum,Polhumin Mix - 4, zawiesina do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909991023126
1738,1739,Insulinum humanum,Polhumin Mix - 5, zawiesina do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909991023324
1739,1740,Insulinum humanum,Polhumin N, zawiesina do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909991022525
1740,1741,Insulinum humanum,Polhumin R, roztwór do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909991022822
1741,1742,Insulinum lisprum,Humalog, roztwór do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909990692422
1742,1743,Insulinum lisprum,Humalog Mix25, zawiesina do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909990455010
1743,1744,Insulinum lisprum,Humalog Mix50, zawiesina do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909990455614
1744,1745,Insulinum lisprum,Insulin Lispro Sanofi, roztwór do wstrzykiwań we wstrzykiwaczu, 100 j./ml,10 wstrz. 3 ml SoloStar,5909991333553
1745,1746,Insulinum lisprum,Liprolog, roztwór do wstrz., 100 j.m./ml,1 fiol. a 10 ml,5909990005482
1746,1747,Insulinum lisprum,Liprolog, roztwór do wstrzykiwań, 100 j.m./ml,10 wkł.po 3 ml,5909990005536
1747,1748,Insulinum lisprum,Liprolog Junior KwikPen, roztwór do wstrz., 100 j.m./ml,5 wstrzyk. po 3 ml,5907677973123
1748,1749,Insulinum lisprum,Liprolog KwikPen, roztwór do wstrz., 200 j.m./ml,5 wstrzyk. po 3 ml,5999885490165
1749,1750,Ipratropii bromidum,Atrodil, aerozol inhalacyjny# roztwór, 20 µg,1 poj.po 10 ml (200 daw.),5909991185879
1750,1751,Ipratropii bromidum,Atrovent, płyn do inhalacji z nebulizatora, 250 µg/ml,1 but.po 20 ml,5909990322114
1751,1752,Ipratropii bromidum,Atrovent N, aerozol wziewny# roztwór, 20 µg/dawkę inhalacyjną,1 poj.po 10 ml (200 daw.),5909990999019
1752,1753,Irbesartanum,Irbesartan Aurovitas, tabl., 150 mg,28 szt.,5909991334178
1753,1754,Irbesartanum,Irbesartan Aurovitas, tabl., 300 mg,28 szt.,5909991334208
1754,1755,Isosorbidi mononitras,Effox long 50, tabl. o przedłużonym uwalnianiu, 50 mg,30 szt.,5909990368624
1755,1756,Isosorbidi mononitras,Effox long 75, tabl. o przedłużonym uwalnianiu, 75 mg,30 szt. (3 blist.po 10 szt.),5909990452118
1756,1757,Isosorbidi mononitras,Mononit 10, tabl. powl., 10 mg,60 szt.,5909990010516
1757,1758,Isosorbidi mononitras,Mononit 100 retard, tabl. powl. o przedłużonym uwalnianiu, 100 mg,30 szt.,5909991011727
1758,1759,Isosorbidi mononitras,Mononit 20, tabl. powl., 20 mg,60 szt.,5909990010622
1759,1760,Isosorbidi mononitras,Mononit 40, tabl. powl., 40 mg,30 szt.,5909990010714
1760,1761,Isosorbidi mononitras,Mononit 60 retard, tabl. powl. o przedłużonym uwalnianiu, 60 mg,30 szt.,5909991011529
1761,1762,Itraconazolum,Itrax, kaps. twarde, 100 mg,28 szt.,5909990858262
1762,1763,Itraconazolum,Itrax, kaps. twarde, 100 mg,4 szt.,5909990858255
1763,1764,Itraconazolum,Orungal, kaps., 100 mg,28 szt.,5909990004331
1764,1765,Itraconazolum,Orungal, kaps., 100 mg,4 szt.,5909990004317
1765,1766,Itraconazolum,Trioxal, kaps., 100 mg,28 szt.,5909991053826
1766,1767,Itraconazolum,Trioxal, kaps., 100 mg,4 szt.,5909991053819
1767,1768,Ivabradinum,Bixebra, tabl. powl., 5 mg,56 szt.,5909991465377
1768,1769,Ivabradinum,Bixebra, tabl. powl., 5 mg,56 szt.,5909991452278
1769,1770,Ivabradinum,Bixebra, tabl. powl., 5 mg,56 szt.,5909991427764
1770,1771,Ivabradinum,Bixebra, tabl., 5 mg,56 szt.,5909991286613
1771,1772,Ivabradinum,Bixebra, tabl. powl., 7.5 mg,56 szt.,5909991466046
1772,1773,Ivabradinum,Bixebra, tabl. powl., 7.5 mg,56 szt.,5909991351274
1773,1774,Ivabradinum,Bixebra, tabl. powl., 7.5 mg,56 szt.,5909991452285
1774,1775,Ivabradinum,Bixebra, tabl. powl., 7.5 mg,56 szt.,5909991427511
1775,1776,Ivabradinum,Bixebra, tabl., 7.5 mg,56 szt.,5909991286927
1776,1777,Ivabradinum,Ivab, tabl. powl., 5 mg,56 szt.,5909991387044
1777,1778,Ivabradinum,Ivab, tabl. powl., 7.5 mg,56 szt.,5909991387051
1778,1779,Ivabradinum,Ivabradine Anpharm, tabl. powl., 5 mg,56 szt.,5901878600772
1779,1780,Ivabradinum,Ivabradine Anpharm, tabl. powl., 5 mg,56 szt.,5909991264710
1780,1781,Ivabradinum,Ivabradine Anpharm, tabl. powl., 7.5 mg,56 szt.,5901878600789
1781,1782,Ivabradinum,Ivabradine Anpharm, tabl. powl., 7.5 mg,56 szt.,5909991264734
1782,1783,Ivabradinum,Ivabradine Aurovitas, tabl. powl., 5 mg,56 szt.,5909991348762
1783,1784,Ivabradinum,Ivabradine Genoptim ,  tabletki powlekane, 5 mg,56 szt.,5909991326470
1784,1785,Ivabradinum,Ivabradine Genoptim ,  tabletki powlekane, 7.5 mg,56 szt.,5909991326494
1785,1786,Ivabradinum,Ivabradine Mylan, tabl. powl., 5 mg,56 szt.,5909991322779
1786,1787,Ivabradinum,Ivabradine Mylan, tabl. powl., 7.5 mg,56 szt.,5909991322786
1787,1788,Ivabradinum,Ivabradine Zentiva, tabl. powl., 5 mg,56 szt.,5909991298586
1788,1789,Ivabradinum,Ivabradine Zentiva, tabl. powl., 7.5 mg,56 szt.,5909991298654
1789,1790,Ivabradinum,Ivares, tabl. powl., 5 mg,56 szt.,5909991313425
1790,1791,Ivabradinum,Ivares, tabl. powl., 7.5 mg,56 szt.,5909991313555
1791,1792,Ivabradinum,Ivohart, tabl. powl., 5 mg,112 szt.,5909991329822
1792,1793,Ivabradinum,Ivohart, tabl. powl., 5 mg,56 szt.,5909991329785
1793,1794,Ivabradinum,Ivohart, tabl. powl., 7.5 mg,112 szt.,5909991329891
1794,1795,Ivabradinum,Ivohart, tabl. powl., 7.5 mg,56 szt.,5909991329853
1795,1796,Ivabradinum,Raenom, tabl. powl., 5 mg,56 szt.,5909991307349
1796,1797,Ivabradinum,Raenom, tabl. powl., 7.5 mg,56 szt.,5909991307370
1797,1798,Kalii chloridum,Kalipoz prolongatum, tabl. o przedłużonym uwalnianiu, 391 mg,60 szt.,5909990257539
1798,1799,Kalii citras + Kalii hydrocarbonas,Kalium Effervescens bezcukrowy, granulat musujący, 782 mg jonów potasu/3 g,20 sasz.po 3 g,5909990269310
1799,1800,Kalii citras + Natrii citras + Acidum citricum,Citrolyt, granulat do sporządzania roztworu doustnego, 46#4+39#1+14#5 g/100 g,220 g,5909990210817
1800,1801,Ketoprofenum,Bi-Profenid, tabl. o zmodyfikowanym uwalnianiu, 150 mg,20 szt.,5909990412112
1801,1802,Ketoprofenum,Febrofen, kaps. o przedłużonym uwalnianiu, 200 mg,20 szt.,5909990413317
1802,1803,Ketoprofenum,Ketokaps Med, kaps.miękkie, 100 mg,30 szt.,5909991436056
1803,1804,Ketoprofenum,Ketokaps Med, kaps.miękkie, 100 mg,60 szt.,5904055005070
1804,1805,Ketoprofenum,Ketonal Duo, kaps. o przedłużonym uwalnianiu# twarde, 150 mg,30 szt.,5909990064694
1805,1806,Ketoprofenum,Ketonal forte, tabl. powl., 100 mg,30 szt.,5909990046485
1806,1807,Ketoprofenum,Ketoprofen-SF, kaps. twarde, 100 mg,20 szt.,5909990794553
1807,1808,Ketoprofenum,Profenid, czopki, 100 mg,10 szt.,5909990098514
1808,1809,Ketoprofenum,Profenid, tabl. powl., 100 mg,30 szt.,5909990760718
1809,1810,Ketoprofenum,Refastin, tabl. powl., 100 mg,30 szt.,5909990675593
1810,1811,Lacidipine,Lapixen, tabl. powl., 2 mg,28 szt.,5909991134907
1811,1812,Lacidipine,Lapixen, tabl. powl., 2 mg,56 szt.,5907695215205
1812,1813,Lacidipine,Lapixen, tabl. powl., 4 mg,28 szt.,5909991134938
1813,1814,Lacidipine,Lapixen, tabl. powl., 4 mg,56 szt.,5907695215212
1814,1815,Lacidipine,Lapixen, tabl. powl., 6 mg,28 szt.,5909991134969
1815,1816,Lacidipine,Lapixen, tabl. powl., 6 mg,56 szt.,5907695215229
1816,1817,Lacidipinum,Lacipil, tabl. powl., 2 mg,28 szt.,5909990650521
1817,1818,Lacidipinum,Lacipil, tabl. powl., 4 mg,28 szt.,5909990650620
1818,1819,Lacidipinum,Lacipil, tabl. powl., 6 mg,28 szt.,5909990625697
1819,1820,Lacidipinum,Lacydyna, tabl. powl., 4 mg,28 szt.,5909991105563
1820,1821,Lacidipinum,Lacydyna, tabl. powl., 6 mg,28 szt.,5909991105549
1821,1822,Lacosamidum,Lacosamide Accord, tabletka powlekana, 100 mg,56 tabl. w blistrze,5055565743331
1822,1823,Lacosamidum,Lacosamide Accord, tabletka powlekana, 150 mg,56 tabl. w blistrze,5055565743348
1823,1824,Lacosamidum,Lacosamide Accord, tabletka powlekana, 200 mg,56 tabl. w blistrze,5055565743355
1824,1825,Lacosamidum,Lacosamide Accord, tabletka powlekana, 50 mg,14 tabl. w blistrze,5055565743324
1825,1826,Lacosamidum,Lacosamide Glenmark, tabl. powl., 100 mg,56 szt.,5902020241591
1826,1827,Lacosamidum,Lacosamide Glenmark, tabl. powl., 150 mg,56 szt.,5902020241607
1827,1828,Lacosamidum,Lacosamide Glenmark, tabl. powl., 200 mg,56 szt.,5902020241614
1828,1829,Lacosamidum,Lacosamide Glenmark, tabl. powl., 50 mg,14 szt.,5902020241584
1829,1830,Lacosamidum,Lacosamide Teva, tabl. powl., 100 mg,56 szt.,5909991358358
1830,1831,Lacosamidum,Lacosamide Teva, tabl. powl., 150 mg,56 szt.,5909991358365
1831,1832,Lacosamidum,Lacosamide Teva, tabl. powl., 200 mg,56 szt.,5909991358372
1832,1833,Lacosamidum,Lacosamide Teva, tabl. powl., 50 mg,14 szt.,5909991358341
1833,1834,Lacosamidum,Seizpat, tabl. powl., 100 mg,56 szt.,5909991376017
1834,1835,Lacosamidum,Seizpat, tabl. powl., 150 mg,56 szt.,5909991376055
1835,1836,Lacosamidum,Seizpat, tabl. powl., 200 mg,56 szt.,5909991376093
1836,1837,Lacosamidum,Seizpat, tabl. powl., 50 mg,14 szt.,5909991375966
1837,1838,Lacosamidum,Trelema, tabl. powl., 100 mg,56 tabl.,5909991384234
1838,1839,Lacosamidum,Trelema, tabl. powl., 150 mg,56 tabl.,5909991384241
1839,1840,Lacosamidum,Trelema, tabl. powl., 200 mg,56 tabl.,5909991384258
1840,1841,Lacosamidum,Trelema, tabl. powl., 50 mg,14 tabl.,5909991384197
