,lp,substancja_czynna,nazwa,postac,dawka,zawartosc_opakowania,ean,grupa_limitowana,cena_hurtowa,cena_detaliczna,wysokosc_limitu,zakres_wskazan,poziom_odplatnosci,wysokosc_doplaty
679,680,Buprenorphinum,Melodyn 35 μg/h, system transdermalny, 20 mg,5 szt.,5909990938056,"152.4, Opioidowe leki przeciwbólowe - postacie do stosowania przezskórnego","46,49","55,32","49,39",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"9,13"
680,681,Buprenorphinum,Melodyn 35 μg/h, system transdermalny, 20 mg,5 szt.,5909990938056,"152.4, Opioidowe leki przeciwbólowe - postacie do stosowania przezskórnego","46,49","55,32","49,39",Nowotwory złośliwe,bezpłatny do limitu,"5,93"
681,682,Buprenorphinum,"Melodyn 52,5 μg/h", system transdermalny, 30 mg,5 szt.,5909990938087,"152.4, Opioidowe leki przeciwbólowe - postacie do stosowania przezskórnego","69,74","80,73","74,08",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"9,85"
682,683,Buprenorphinum,"Melodyn 52,5 μg/h", system transdermalny, 30 mg,5 szt.,5909990938087,"152.4, Opioidowe leki przeciwbólowe - postacie do stosowania przezskórnego","69,74","80,73","74,08",Nowotwory złośliwe,bezpłatny do limitu,"6,65"
683,684,Buprenorphinum,Melodyn 70 μg/h, system transdermalny, 40 mg,5 szt.,5909990938131,"152.4, Opioidowe leki przeciwbólowe - postacie do stosowania przezskórnego","92,99","105,82","98,77",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"10,25"
684,685,Buprenorphinum,Melodyn 70 μg/h, system transdermalny, 40 mg,5 szt.,5909990938131,"152.4, Opioidowe leki przeciwbólowe - postacie do stosowania przezskórnego","92,99","105,82","98,77",Nowotwory złośliwe,bezpłatny do limitu,"7,05"
685,686,Buprenorphinum,Transtec 35 μg/h, system transdermalny, 20 mg,5 szt. (5 sasz.po 1 szt.),5909990966127,"152.4, Opioidowe leki przeciwbólowe - postacie do stosowania przezskórnego","50,48","59,31","49,39",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"13,12"
686,687,Buprenorphinum,Transtec 35 μg/h, system transdermalny, 20 mg,5 szt. (5 sasz.po 1 szt.),5909990966127,"152.4, Opioidowe leki przeciwbólowe - postacie do stosowania przezskórnego","50,48","59,31","49,39",Nowotwory złośliwe,bezpłatny do limitu,"9,92"
687,688,Buprenorphinum,"Transtec 52,5 μg/h", system transdermalny, 30 mg,5 szt. (5 sasz.po 1 szt.),5909990966226,"152.4, Opioidowe leki przeciwbólowe - postacie do stosowania przezskórnego","76,60","87,59","74,08",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"16,71"
688,689,Buprenorphinum,"Transtec 52,5 μg/h", system transdermalny, 30 mg,5 szt. (5 sasz.po 1 szt.),5909990966226,"152.4, Opioidowe leki przeciwbólowe - postacie do stosowania przezskórnego","76,60","87,59","74,08",Nowotwory złośliwe,bezpłatny do limitu,"13,51"
689,690,Buprenorphinum,Transtec 70 μg/h, system transdermalny, 40 mg,5 szt. (5 sasz.po 1 szt.),5909990966325,"152.4, Opioidowe leki przeciwbólowe - postacie do stosowania przezskórnego","103,74","116,57","98,77",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"21,00"
690,691,Buprenorphinum,Transtec 70 μg/h, system transdermalny, 40 mg,5 szt. (5 sasz.po 1 szt.),5909990966325,"152.4, Opioidowe leki przeciwbólowe - postacie do stosowania przezskórnego","103,74","116,57","98,77",Nowotwory złośliwe,bezpłatny do limitu,"17,80"
691,692,Buspironi hydrochloridum,Spamilan, tabl., 10 mg,60 szt.,5902023776304,"182.0, Leki przeciwlękowe - buspiron","21,53","27,27","27,27",Choroby psychiczne lub upośledzenia umysłowe,30%,"8,18"
692,693,Buspironi hydrochloridum,Spamilan, tabl., 10 mg,60 szt.,5909997201450,"182.0, Leki przeciwlękowe - buspiron","21,55","27,28","27,28",Choroby psychiczne lub upośledzenia umysłowe,30%,"8,18"
693,694,Buspironum,Spamilan, tabl., 10 mg,60 szt.,5909997213538,"182.0, Leki przeciwlękowe - buspiron","20,98","26,71","26,71",Choroby psychiczne lub upośledzenia umysłowe,30%,"8,01"
694,695,Buspironum,Spamilan, tabl., 10 mg,60 szt. (6 blist.po 10 szt.),5909990073603,"182.0, Leki przeciwlękowe - buspiron","30,85","36,57","27,28",Choroby psychiczne lub upośledzenia umysłowe,30%,"17,47"
695,696,Buspironum,Spamilan, tabl., 5 mg,60 szt. (6 blist.po 10 szt.),5909990073597,"182.0, Leki przeciwlękowe - buspiron","18,03","21,68","13,64",Choroby psychiczne lub upośledzenia umysłowe,30%,"12,13"
696,697,Busulfanum,Myleran, tabl. powl., 2 mg,25 szt.,5909990277919,"236.0, Leki przeciwnowotworowe - leki alkilujące - busulfan","347,90","369,10","369,10",Nowotwory złośliwe,bezpłatny do limitu,"0,00"
697,698,Calcii folinas,Calciumfolinat-Ebewe, kaps. twarde, 15 mg,20 szt.,5909990356713,"215.1, Kwas folinowy i jego sole - postacie do stosowania doustnego","22,68","28,58","28,58",Nowotwory złośliwe,bezpłatny do limitu,"0,00"
698,699,Calcipotriolum + Betamethasone dipropionate,Enstilar, piana na skórę," (50 µg+0,5 mg)/g",60 g,5909991283599,"18.3, Witamina D i jej analogi - kalcypotriol w połączeniach z kortykosteroidami do stosowania na skórę","163,73","177,33","115,66",Leczenie miejscowe łuszczycy zwyczajnej u dorosłych,30%,"96,37"
699,700,Calcipotriolum + Betamethasonum,Daivobet , żel," (50 µg+0,5 mg)/g",1 but.po 30 g,5909990948376,"18.3, Witamina D i jej analogi - kalcypotriol w połączeniach z kortykosteroidami do stosowania na skórę","75,98","85,58","57,83",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"45,10"
700,701,Calcipotriolum + Betamethasonum,Daivobet , żel," (50 µg+0,5 mg)/g",1 but.po 60 g,5909990948383,"18.3, Witamina D i jej analogi - kalcypotriol w połączeniach z kortykosteroidami do stosowania na skórę","151,96","165,56","115,66",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"84,60"
701,702,Calcipotriolum + Betamethasonum,Psotriol, maść," (50 µg+0,5 mg)/g",1 tuba po 60 g,5909991409999,"18.3, Witamina D i jej analogi - kalcypotriol w połączeniach z kortykosteroidami do stosowania na skórę","102,06","115,66","115,66",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"34,70"
702,703,Canagliflozinum,Invokana, tabl. powl., 100 mg,30 szt.,5909991096106,"251.0, Doustne leki przeciwcukrzycowe - flozyny","168,40","184,94","178,14","Cukrzyca typu 2, u pacjentów przed włączeniem insuliny, leczonych co najmniej dwoma doustnymi lekami hipoglikemizującymi od co najmniej 6 miesięcy, z HbA1c ≥ 8 % oraz bardzo wysokim ryzykiem sercowo-naczyniowym rozumianym jako: 1)potwierdzona choroba sercowo-naczyniowa, lub 2)uszkodzenie innych narządów objawiające się poprzez: białkomocz lub przerost lewej komory lub retinopatię, lub 3) obecność 3 lub więcej głównych czynników ryzyka spośród wymienionych poniżej: -wiek ≥ 55 lat dla mężczyzn, ≥60 lat dla kobiet, -dyslipidemia, -nadciśnienie tętnicze, -palenie tytoniu, -otyłość",30%,"60,24"
703,704,Candesartanum cilexetili,Karbis, tabletki, 16 mg,28 szt.,5909991389468,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","16,11","21,17","21,17",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"6,35"
704,705,Candesartanum cilexetili,Karbis, tabl., 16 mg,28 szt.,5909991392475,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","17,41","22,47","22,47",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"6,74"
705,706,Candesartanum cilexetili,Karbis, tabletki, 16 mg,56 szt.,5909991389475,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","32,20","40,03","40,03",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"12,01"
706,707,Candesartanum cilexetili,Karbis, tabl., 16 mg,56 szt.,5909991392482,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","34,82","42,66","42,66",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"12,80"
707,708,Candesartanum cilexetili,Karbis, tabletki, 32 mg,28 szt.,5909991389512,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","32,20","40,03","40,03",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"12,01"
708,709,Candesartanum cilexetili,Karbis, tabl., 32 mg,28 szt.,5909991395100,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","34,82","42,66","42,66",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"12,80"
709,710,Candesartanum cilexetili,Karbis, tabletki, 8 mg,28 szt.,5909991389420,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","8,05","11,22","11,22",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"3,37"
710,711,Candesartanum cilexetili,Karbis, tabl., 8 mg,28 szt.,5909991390242,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","8,70","11,87","11,87",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"3,56"
711,712,Candesartanum cilexetili,Karbis, tabletki, 8 mg,56 szt.,5909991389437,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","16,11","21,17","21,17",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"6,35"
712,713,Candesartanum cilexetili,Karbis, tabl., 8 mg,56 szt.,5909991390259,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","17,41","22,47","22,47",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"6,74"
713,714,Candesartanum cilexetili,Ranacand, tabl., 16 mg,28 szt.,5909990801350,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","23,70","28,76","24,14",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"11,86"
714,715,Candesartanum cilexetili,Ranacand, tabl., 8 mg,28 szt.,5909990801367,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","11,85","15,02","12,07",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"6,57"
715,716,Candesartanum cilexetili + Amlodipinum,Camlocor, tabl., 16 + 10 mg,28 szt.,3838989720544,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","19,28","24,34","24,14","Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,"7,44"
716,717,Candesartanum cilexetili + Amlodipinum,Camlocor, tabl., 16 + 5 mg,28 szt.,5909991367732,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","19,28","24,34","24,14","Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,"7,44"
717,718,Candesartanum cilexetili + Amlodipinum,Camlocor, tabl., 8 + 5 mg,28 szt.,5909991367510,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","9,64","12,81","12,07","Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,"4,36"
718,719,Candesartanum cilexetili + Amlodipinum,Candezek Combi, kapsułki twarde, 16 + 10 mg,30 kaps.,5906414002140,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","27,62","32,93","25,86","Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,"14,83"
719,720,Candesartanum cilexetili + Amlodipinum,Candezek Combi, kaps. twarde, 16 + 10 mg,90 kaps.,5906414002171,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","82,78","93,00","77,59","Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,"38,69"
720,721,Candesartanum cilexetili + Amlodipinum,Candezek Combi, kapsułki twarde, 16 + 5 mg,30 kaps.,5906414002089,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","27,62","32,93","25,86","Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,"14,83"
721,722,Candesartanum cilexetili + Amlodipinum,Candezek Combi, kaps. twarde, 16 + 5 mg,90 kaps.,5906414002119,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","82,78","93,00","77,59","Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,"38,69"
722,723,Candesartanum cilexetili + Amlodipinum,Candezek Combi, kapsułki twarde, 8 + 10 mg,30 kaps.,5906414002027,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","13,81","17,17","12,93","Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,"8,12"
723,724,Candesartanum cilexetili + Amlodipinum,Candezek Combi, kaps. twarde, 8 + 10 mg,90 kaps.,5906414002058,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","41,39","48,18","38,80","Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,"21,02"
724,725,Candesartanum cilexetili + Amlodipinum,Candezek Combi, kapsułki twarde, 8 + 5 mg,30 kaps.,5906414001969,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","13,81","17,17","12,93","Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,"8,12"
725,726,Candesartanum cilexetili + Amlodipinum,Candezek Combi, kaps. twarde, 8 + 5 mg,90 kaps.,5906414001990,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","41,39","48,18","38,80","Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,"21,02"
726,727,Candesartanum cilexetili + Amlodipinum,Caramlo, tabl., 16 + 10 mg,28 szt.,5909991191832,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","17,81","22,87","22,87","Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,"6,86"
727,728,Candesartanum cilexetili + Amlodipinum,Caramlo, tabl., 16 + 5 mg,28 szt.,5909991418076,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","17,81","22,87","22,87","Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,"6,86"
728,729,Candesartanum cilexetili + Amlodipinum,Caramlo, tabl., 8 + 5 mg,28 szt.,5909991191764,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","8,90","12,07","12,07","Leczenie zastępcze pierwotnego nadciśnienia tętniczego u dorosłych pacjentów, u których uzyskano kontrolę ciśnienia tętniczego stosując jednocześnie kandesartan i amlodypinę, w takich samych dawkach",30%,"3,62"
729,730,Candesartanum cilexetili + Hydrochlorothiazidum,Karbicombi, tabl., 32+25 mg,30 szt.,5909991428112,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","39,69","47,91","47,91",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"14,37"
730,731,Candesartanum cilexetilum,Atacand, tabl., 16 mg,28 szt. (2 blist.po 14 szt.),5909990430123,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","24,64","29,69","24,14",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"12,79"
731,732,Candesartanum cilexetilum,Atacand, tabl., 8 mg,14 szt. (1 blist.po 14 szt.),5909990430017,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","13,89","15,67","6,04",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"11,44"
732,733,Candesartanum cilexetilum,Atacand, tabl., 8 mg,28 szt. (2 blist.po 14 szt.),5909990430024,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","11,61","14,78","12,07",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"6,33"
733,734,Candesartanum cilexetilum,Candepres, tabl., 16 mg,28 szt. (4 blist.po 7 szt.),5909990739653,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","22,34","27,41","24,14",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"10,51"
734,735,Candesartanum cilexetilum,Candepres, tabl., 32 mg,28 tabl.,5909990739707,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","35,91","43,75","43,75",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"13,13"
735,736,Candesartanum cilexetilum,Candepres, tabl., 8 mg,28 szt. (4 blist.po 7 szt.),5909990739592,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","11,34","14,51","12,07",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"6,06"
736,737,Candesartanum cilexetilum,Carzap, tabl., 16 mg,28 tabl.,5909990937172,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","20,41","25,47","24,14",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"8,57"
737,738,Candesartanum cilexetilum,Carzap, tabl., 16 mg,56 szt.,5909990937196,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","43,79","51,63","48,28",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"17,83"
738,739,Candesartanum cilexetilum,Carzap, tabl., 32 mg,28 tabl.,5909990937264,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","40,82","48,66","48,28",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"14,86"
739,740,Candesartanum cilexetilum,Carzap, tabl., 8 mg,28 tabl.,5909990937080,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","10,21","13,38","12,07",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"4,93"
740,741,Candesartanum cilexetilum,Carzap, tabl., 8 mg,56 szt.,5909990937103,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","21,89","26,95","24,14",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"10,05"
741,742,Candesartanum cilexetilum,Kandesar, tabl., 16 mg,28 szt.,5909990962945,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone","20,41","25,47","24,14",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"8,57"
